id,fullName,link,firstName,lastName,primaryNumber,birthDate,currentAge,birthCity,birthStateProvince,birthCountry,nationality,height,weight,active,alternateCaptain,captain,rookie,shootsCatches,rosterStatus,currentTeam.id,currentTeam.name,currentTeam.link,primaryPosition.code,primaryPosition.name,primaryPosition.type,primaryPosition.abbreviation,index
8480012,Elias Pettersson,/api/v1/people/8480012,Elias,Pettersson,40,1998-11-12,20,Sundsvall,"NA",SWE,SWE,"6' 2""",176,TRUE,FALSE,FALSE,TRUE,L,Y,23,Vancouver Canucks,/api/v1/teams/23,C,Center,Forward,C,27
8471284,Andrej Sekera,/api/v1/people/8471284,Andrej,Sekera,2,1986-06-08,32,Bojnice,"NA",SVK,SVK,"6' 0""",200,TRUE,FALSE,FALSE,FALSE,L,Y,22,Edmonton Oilers,/api/v1/teams/22,D,Defenseman,Defenseman,D,28
8470803,Kyle Brodziak,/api/v1/people/8470803,Kyle,Brodziak,28,1984-05-25,34,St. Paul,AB,CAN,CAN,"6' 2""",205,TRUE,FALSE,FALSE,FALSE,R,Y,22,Edmonton Oilers,/api/v1/teams/22,C,Center,Forward,C,29
8471729,Kris Russell,/api/v1/people/8471729,Kris,Russell,4,1987-05-02,31,Caroline,AB,CAN,CAN,"5' 10""",170,TRUE,FALSE,FALSE,FALSE,L,Y,22,Edmonton Oilers,/api/v1/teams/22,D,Defenseman,Defenseman,D,30
8473473,Milan Lucic,/api/v1/people/8473473,Milan,Lucic,27,1988-06-07,30,Vancouver,BC,CAN,CAN,"6' 3""",231,TRUE,TRUE,FALSE,FALSE,L,Y,22,Edmonton Oilers,/api/v1/teams/22,L,Left Wing,Forward,LW,31
8474089,Brad Malone,/api/v1/people/8474089,Brad,Malone,24,1989-05-20,29,Miramichi,NB,CAN,CAN,"6' 2""",217,TRUE,FALSE,FALSE,FALSE,L,Y,22,Edmonton Oilers,/api/v1/teams/22,C,Center,Forward,C,32
8475156,Mikko Koskinen,/api/v1/people/8475156,Mikko,Koskinen,19,1988-07-18,30,Vantaa,"NA",FIN,FIN,"6' 7""",202,TRUE,FALSE,FALSE,FALSE,L,Y,22,Edmonton Oilers,/api/v1/teams/22,G,Goalie,Goalie,G,33
8475163,Alex Chiasson,/api/v1/people/8475163,Alex,Chiasson,39,1990-10-01,28,Montreal,QC,CAN,CAN,"6' 4""",208,TRUE,FALSE,FALSE,FALSE,R,Y,22,Edmonton Oilers,/api/v1/teams/22,R,Right Wing,Forward,RW,34
8475178,Zack Kassian,/api/v1/people/8475178,Zack,Kassian,44,1991-01-24,28,Windsor,ON,CAN,CAN,"6' 3""",211,TRUE,FALSE,FALSE,FALSE,R,Y,22,Edmonton Oilers,/api/v1/teams/22,R,Right Wing,Forward,RW,35
8475430,Brandon Manning,/api/v1/people/8475430,Brandon,Manning,26,1990-06-04,28,Prince George,BC,CAN,CAN,"6' 1""",205,TRUE,FALSE,FALSE,FALSE,L,Y,22,Edmonton Oilers,/api/v1/teams/22,D,Defenseman,Defenseman,D,36
8475660,Cam Talbot,/api/v1/people/8475660,Cam,Talbot,33,1987-07-05,31,Caledonia,ON,CAN,CAN,"6' 4""",196,TRUE,FALSE,FALSE,FALSE,L,Y,22,Edmonton Oilers,/api/v1/teams/22,G,Goalie,Goalie,G,37
8475755,Alexander Petrovic,/api/v1/people/8475755,Alexander,Petrovic,15,1992-03-03,26,Edmonton,AB,CAN,CAN,"6' 4""",216,TRUE,FALSE,FALSE,FALSE,R,Y,22,Edmonton Oilers,/api/v1/teams/22,D,Defenseman,Defenseman,D,38
8475857,Kevin Gravel,/api/v1/people/8475857,Kevin,Gravel,5,1992-03-06,26,Kingsford,MI,USA,USA,"6' 4""",211,TRUE,FALSE,FALSE,FALSE,L,Y,22,Edmonton Oilers,/api/v1/teams/22,D,Defenseman,Defenseman,D,39
8476356,Tobias Rieder,/api/v1/people/8476356,Tobias,Rieder,22,1993-01-10,26,Landshut,"NA",DEU,DEU,"5' 11""",186,TRUE,FALSE,FALSE,FALSE,L,Y,22,Edmonton Oilers,/api/v1/teams/22,R,Right Wing,Forward,RW,40
8476427,Ty Rattie,/api/v1/people/8476427,Ty,Rattie,8,1993-02-05,26,Calgary,AB,CAN,CAN,"6' 0""",183,TRUE,FALSE,FALSE,FALSE,R,Y,22,Edmonton Oilers,/api/v1/teams/22,R,Right Wing,Forward,RW,41
8476454,Ryan Nugent-Hopkins,/api/v1/people/8476454,Ryan,Nugent-Hopkins,93,1993-04-12,25,Burnaby,BC,CAN,CAN,"6' 0""",184,TRUE,TRUE,FALSE,FALSE,L,Y,22,Edmonton Oilers,/api/v1/teams/22,C,Center,Forward,C,42
8476457,Adam Larsson,/api/v1/people/8476457,Adam,Larsson,6,1992-11-12,26,Skellefteå,"NA",SWE,SWE,"6' 3""",208,TRUE,TRUE,FALSE,FALSE,R,Y,22,Edmonton Oilers,/api/v1/teams/22,D,Defenseman,Defenseman,D,43
8476472,Oscar Klefbom,/api/v1/people/8476472,Oscar,Klefbom,77,1993-07-20,25,Karlstad,"NA",SWE,SWE,"6' 3""",216,TRUE,FALSE,FALSE,FALSE,L,Y,22,Edmonton Oilers,/api/v1/teams/22,D,Defenseman,Defenseman,D,44
8476915,Jujhar Khaira,/api/v1/people/8476915,Jujhar,Khaira,16,1994-08-13,24,Surrey,BC,CAN,CAN,"6' 4""",212,TRUE,FALSE,FALSE,FALSE,L,Y,22,Edmonton Oilers,/api/v1/teams/22,L,Left Wing,Forward,LW,45
8476988,Matt Benning,/api/v1/people/8476988,Matt,Benning,83,1994-05-25,24,Edmonton,AB,CAN,CAN,"6' 1""",203,TRUE,FALSE,FALSE,FALSE,R,Y,22,Edmonton Oilers,/api/v1/teams/22,D,Defenseman,Defenseman,D,46
8477498,Darnell Nurse,/api/v1/people/8477498,Darnell,Nurse,25,1995-02-04,24,Hamilton,ON,CAN,CAN,"6' 4""",221,TRUE,FALSE,FALSE,FALSE,L,Y,22,Edmonton Oilers,/api/v1/teams/22,D,Defenseman,Defenseman,D,47
8477529,Colby Cave,/api/v1/people/8477529,Colby,Cave,12,1994-12-26,24,Battleford,SK,CAN,CAN,"6' 1""",200,TRUE,FALSE,FALSE,TRUE,L,Y,22,Edmonton Oilers,/api/v1/teams/22,C,Center,Forward,C,48
8477934,Leon Draisaitl,/api/v1/people/8477934,Leon,Draisaitl,29,1995-10-27,23,Cologne,"NA",DEU,DEU,"6' 2""",208,TRUE,FALSE,FALSE,FALSE,L,Y,22,Edmonton Oilers,/api/v1/teams/22,C,Center,Forward,C,49
8478402,Connor McDavid,/api/v1/people/8478402,Connor,McDavid,97,1997-01-13,22,Richmond Hill,ON,CAN,CAN,"6' 1""",193,TRUE,FALSE,TRUE,FALSE,L,Y,22,Edmonton Oilers,/api/v1/teams/22,C,Center,Forward,C,50
8479344,Jesse Puljujarvi,/api/v1/people/8479344,Jesse,Puljujarvi,98,1998-05-07,20,Alvkarleby,"NA",SWE,FIN,"6' 4""",201,TRUE,FALSE,FALSE,FALSE,R,Y,22,Edmonton Oilers,/api/v1/teams/22,R,Right Wing,Forward,RW,51
8466139,Patrick Marleau,/api/v1/people/8466139,Patrick,Marleau,12,1979-09-15,39,Aneroid,SK,CAN,CAN,"6' 2""",218,TRUE,TRUE,FALSE,FALSE,L,Y,10,Toronto Maple Leafs,/api/v1/teams/10,C,Center,Forward,C,52
8468493,Ron Hainsey,/api/v1/people/8468493,Ron,Hainsey,2,1981-03-24,37,Bolton,CT,USA,USA,"6' 3""",205,TRUE,FALSE,FALSE,FALSE,L,Y,10,Toronto Maple Leafs,/api/v1/teams/10,D,Defenseman,Defenseman,D,53
8474162,Jake Muzzin,/api/v1/people/8474162,Jake,Muzzin,8,1989-02-21,29,Woodstock,ON,CAN,CAN,"6' 3""",213,TRUE,FALSE,FALSE,FALSE,L,Y,10,Toronto Maple Leafs,/api/v1/teams/10,D,Defenseman,Defenseman,D,54
8474581,Jake Gardiner,/api/v1/people/8474581,Jake,Gardiner,51,1990-07-04,28,Minnetonka,MN,USA,USA,"6' 2""",203,TRUE,FALSE,FALSE,FALSE,L,Y,10,Toronto Maple Leafs,/api/v1/teams/10,D,Defenseman,Defenseman,D,55
8474589,Tyler Ennis,/api/v1/people/8474589,Tyler,Ennis,63,1989-10-06,29,Edmonton,AB,CAN,CAN,"5' 9""",161,TRUE,FALSE,FALSE,FALSE,L,Y,10,Toronto Maple Leafs,/api/v1/teams/10,L,Left Wing,Forward,LW,56
8475166,John Tavares,/api/v1/people/8475166,John,Tavares,91,1990-09-20,28,Mississauga,ON,CAN,CAN,"6' 1""",209,TRUE,TRUE,FALSE,FALSE,L,Y,10,Toronto Maple Leafs,/api/v1/teams/10,C,Center,Forward,C,57
8475172,Nazem Kadri,/api/v1/people/8475172,Nazem,Kadri,43,1990-10-06,28,London,ON,CAN,CAN,"6' 0""",192,TRUE,FALSE,FALSE,FALSE,L,Y,10,Toronto Maple Leafs,/api/v1/teams/10,C,Center,Forward,C,58
8475718,Justin Holl,/api/v1/people/8475718,Justin,Holl,3,1992-01-30,27,Tonka Bay,MN,USA,USA,"6' 4""",205,TRUE,FALSE,FALSE,FALSE,R,Y,10,Toronto Maple Leafs,/api/v1/teams/10,D,Defenseman,Defenseman,D,59
8475786,Zach Hyman,/api/v1/people/8475786,Zach,Hyman,11,1992-06-09,26,Toronto,ON,CAN,CAN,"6' 1""",209,TRUE,FALSE,FALSE,FALSE,R,Y,10,Toronto Maple Leafs,/api/v1/teams/10,L,Left Wing,Forward,LW,60
8475883,Frederik Andersen,/api/v1/people/8475883,Frederik,Andersen,31,1989-10-02,29,Herning,"NA",DNK,DNK,"6' 4""",230,TRUE,FALSE,FALSE,FALSE,L,Y,10,Toronto Maple Leafs,/api/v1/teams/10,G,Goalie,Goalie,G,61
8476343,Garret Sparks,/api/v1/people/8476343,Garret,Sparks,40,1993-06-28,25,Elmhurst,IL,USA,USA,"6' 3""",201,TRUE,FALSE,FALSE,TRUE,L,Y,10,Toronto Maple Leafs,/api/v1/teams/10,G,Goalie,Goalie,G,62
8476853,Morgan Rielly,/api/v1/people/8476853,Morgan,Rielly,44,1994-03-09,24,Vancouver,BC,CAN,CAN,"6' 1""",221,TRUE,TRUE,FALSE,FALSE,L,Y,10,Toronto Maple Leafs,/api/v1/teams/10,D,Defenseman,Defenseman,D,63
8477015,Connor Brown,/api/v1/people/8477015,Connor,Brown,28,1994-01-14,25,Toronto,ON,CAN,CAN,"6' 0""",183,TRUE,FALSE,FALSE,FALSE,R,Y,10,Toronto Maple Leafs,/api/v1/teams/10,R,Right Wing,Forward,RW,64
8477341,Andreas Johnsson,/api/v1/people/8477341,Andreas,Johnsson,18,1994-11-21,24,Gävle,"NA",SWE,SWE,"5' 10""",181,TRUE,FALSE,FALSE,TRUE,L,Y,10,Toronto Maple Leafs,/api/v1/teams/10,L,Left Wing,Forward,LW,65
8477512,Frederik Gauthier,/api/v1/people/8477512,Frederik,Gauthier,33,1995-04-26,23,Laval,QC,CAN,CAN,"6' 5""",235,TRUE,FALSE,FALSE,FALSE,L,Y,10,Toronto Maple Leafs,/api/v1/teams/10,C,Center,Forward,C,66
8477939,William Nylander,/api/v1/people/8477939,William,Nylander,29,1996-05-01,22,Calgary,AB,CAN,SWE,"6' 0""",191,TRUE,FALSE,FALSE,FALSE,R,Y,10,Toronto Maple Leafs,/api/v1/teams/10,R,Right Wing,Forward,RW,67
8477953,Kasperi Kapanen,/api/v1/people/8477953,Kasperi,Kapanen,24,1996-07-23,22,Kuopio,"NA",FIN,FIN,"6' 1""",192,TRUE,FALSE,FALSE,FALSE,R,Y,10,Toronto Maple Leafs,/api/v1/teams/10,R,Right Wing,Forward,RW,68
8478408,Travis Dermott,/api/v1/people/8478408,Travis,Dermott,23,1996-12-22,22,Newmarket,ON,CAN,CAN,"6' 0""",204,TRUE,FALSE,FALSE,FALSE,L,Y,10,Toronto Maple Leafs,/api/v1/teams/10,D,Defenseman,Defenseman,D,69
8478483,Mitchell Marner,/api/v1/people/8478483,Mitchell,Marner,16,1997-05-05,21,Markham,ON,CAN,CAN,"6' 0""",175,TRUE,FALSE,FALSE,FALSE,R,Y,10,Toronto Maple Leafs,/api/v1/teams/10,R,Right Wing,Forward,RW,70
8479318,Auston Matthews,/api/v1/people/8479318,Auston,Matthews,34,1997-09-17,21,San Ramon,CA,USA,USA,"6' 3""",223,TRUE,FALSE,FALSE,FALSE,L,Y,10,Toronto Maple Leafs,/api/v1/teams/10,C,Center,Forward,C,71
8479458,Nikita Zaitsev,/api/v1/people/8479458,Nikita,Zaitsev,22,1991-10-29,27,Moscow,"NA",RUS,RUS,"6' 2""",193,TRUE,FALSE,FALSE,FALSE,R,Y,10,Toronto Maple Leafs,/api/v1/teams/10,D,Defenseman,Defenseman,D,72
8480943,Igor Ozhiganov,/api/v1/people/8480943,Igor,Ozhiganov,92,1992-10-13,26,Krasnogorsk,"NA",RUS,RUS,"6' 2""",210,TRUE,FALSE,FALSE,TRUE,R,Y,10,Toronto Maple Leafs,/api/v1/teams/10,D,Defenseman,Defenseman,D,73
8480944,Par Lindholm,/api/v1/people/8480944,Par,Lindholm,26,1991-10-05,27,Kusmark,"NA",SWE,SWE,"6' 0""",183,TRUE,FALSE,FALSE,FALSE,L,Y,10,Toronto Maple Leafs,/api/v1/teams/10,C,Center,Forward,C,74
8470645,Corey Crawford,/api/v1/people/8470645,Corey,Crawford,50,1984-12-31,34,Montreal,QC,CAN,CAN,"6' 2""",216,TRUE,FALSE,FALSE,FALSE,L,I,16,Chicago Blackhawks,/api/v1/teams/16,G,Goalie,Goalie,G,75
8480144,David Kampf,/api/v1/people/8480144,David,Kampf,64,1995-01-12,24,Chomutov,"NA",CZE,CZE,"6' 2""",188,TRUE,FALSE,FALSE,FALSE,L,I,16,Chicago Blackhawks,/api/v1/teams/16,C,Center,Forward,C,76
8470281,Duncan Keith,/api/v1/people/8470281,Duncan,Keith,2,1983-07-16,35,Winnipeg,MB,CAN,CAN,"6' 1""",192,TRUE,TRUE,FALSE,FALSE,L,Y,16,Chicago Blackhawks,/api/v1/teams/16,D,Defenseman,Defenseman,D,77
8470320,Cam Ward,/api/v1/people/8470320,Cam,Ward,30,1984-02-29,34,Saskatoon,SK,CAN,CAN,"6' 1""",194,TRUE,FALSE,FALSE,FALSE,L,Y,16,Chicago Blackhawks,/api/v1/teams/16,G,Goalie,Goalie,G,78
8470543,Chris Kunitz,/api/v1/people/8470543,Chris,Kunitz,14,1979-09-26,39,Regina,SK,CAN,CAN,"6' 0""",188,TRUE,FALSE,FALSE,FALSE,L,Y,16,Chicago Blackhawks,/api/v1/teams/16,L,Left Wing,Forward,LW,79
8470607,Brent Seabrook,/api/v1/people/8470607,Brent,Seabrook,7,1985-04-20,33,Richmond,BC,CAN,CAN,"6' 3""",220,TRUE,TRUE,FALSE,FALSE,R,Y,16,Chicago Blackhawks,/api/v1/teams/16,D,Defenseman,Defenseman,D,80
8473573,Artem Anisimov,/api/v1/people/8473573,Artem,Anisimov,15,1988-05-24,30,Yaroslavl,"NA",RUS,RUS,"6' 4""",198,TRUE,FALSE,FALSE,FALSE,L,Y,16,Chicago Blackhawks,/api/v1/teams/16,C,Center,Forward,C,81
8473604,Jonathan Toews,/api/v1/people/8473604,Jonathan,Toews,19,1988-04-29,30,Winnipeg,MB,CAN,CAN,"6' 2""",201,TRUE,FALSE,TRUE,FALSE,L,Y,16,Chicago Blackhawks,/api/v1/teams/16,C,Center,Forward,C,82
8474141,Patrick Kane,/api/v1/people/8474141,Patrick,Kane,88,1988-11-19,30,Buffalo,NY,USA,USA,"5' 10""",177,TRUE,FALSE,FALSE,FALSE,L,Y,16,Chicago Blackhawks,/api/v1/teams/16,R,Right Wing,Forward,RW,83
8475323,Marcus Kruger,/api/v1/people/8475323,Marcus,Kruger,16,1990-05-27,28,Stockholm,"NA",SWE,SWE,"6' 0""",186,TRUE,FALSE,FALSE,FALSE,L,Y,16,Chicago Blackhawks,/api/v1/teams/16,C,Center,Forward,C,84
8476438,Brandon Saad,/api/v1/people/8476438,Brandon,Saad,20,1992-10-27,26,Pittsburgh,PA,USA,USA,"6' 1""",206,TRUE,FALSE,FALSE,FALSE,L,Y,16,Chicago Blackhawks,/api/v1/teams/16,L,Left Wing,Forward,LW,85
8476473,Connor Murphy,/api/v1/people/8476473,Connor,Murphy,5,1993-03-26,25,Dublin,OH,USA,USA,"6' 4""",212,TRUE,FALSE,FALSE,FALSE,R,Y,16,Chicago Blackhawks,/api/v1/teams/16,D,Defenseman,Defenseman,D,86
8476886,Slater Koekkoek,/api/v1/people/8476886,Slater,Koekkoek,68,1994-02-18,24,Winchester,ON,CAN,CAN,"6' 2""",193,TRUE,FALSE,FALSE,FALSE,L,Y,16,Chicago Blackhawks,/api/v1/teams/16,D,Defenseman,Defenseman,D,87
8476979,Erik Gustafsson,/api/v1/people/8476979,Erik,Gustafsson,56,1992-03-14,26,Nynashamn,"NA",SWE,SWE,"6' 0""",197,TRUE,FALSE,FALSE,FALSE,L,Y,16,Chicago Blackhawks,/api/v1/teams/16,D,Defenseman,Defenseman,D,88
8477401,John Hayden,/api/v1/people/8477401,John,Hayden,40,1995-02-14,24,Chicago,IL,USA,USA,"6' 3""",215,TRUE,FALSE,FALSE,FALSE,R,Y,16,Chicago Blackhawks,/api/v1/teams/16,R,Right Wing,Forward,RW,89
8477472,Carl Dahlstrom,/api/v1/people/8477472,Carl,Dahlstrom,63,1995-01-28,24,Stockholm,"NA",SWE,SWE,"6' 4""",231,TRUE,FALSE,FALSE,TRUE,L,Y,16,Chicago Blackhawks,/api/v1/teams/16,D,Defenseman,Defenseman,D,90
8477943,Brendan Perlini,/api/v1/people/8477943,Brendan,Perlini,11,1996-04-27,22,Guildford,"NA",GBR,GBR,"6' 3""",211,TRUE,FALSE,FALSE,FALSE,L,Y,16,Chicago Blackhawks,/api/v1/teams/16,L,Left Wing,Forward,LW,91
8478055,Gustav Forsling,/api/v1/people/8478055,Gustav,Forsling,42,1996-06-12,22,Linkoping,"NA",SWE,SWE,"6' 0""",186,TRUE,FALSE,FALSE,FALSE,L,Y,16,Chicago Blackhawks,/api/v1/teams/16,D,Defenseman,Defenseman,D,92
8478106,Dylan Sikura,/api/v1/people/8478106,Dylan,Sikura,95,1995-06-01,23,Aurora,ON,CAN,CAN,"5' 11""",166,TRUE,FALSE,FALSE,TRUE,L,Y,16,Chicago Blackhawks,/api/v1/teams/16,R,Right Wing,Forward,RW,93
8478440,Dylan Strome,/api/v1/people/8478440,Dylan,Strome,17,1997-03-07,21,Mississauga,ON,CAN,CAN,"6' 3""",200,TRUE,FALSE,FALSE,FALSE,L,Y,16,Chicago Blackhawks,/api/v1/teams/16,C,Center,Forward,C,94
8479337,Alex DeBrincat,/api/v1/people/8479337,Alex,DeBrincat,12,1997-12-18,21,Farmington Hills,MI,USA,USA,"5' 7""",165,TRUE,FALSE,FALSE,FALSE,R,Y,16,Chicago Blackhawks,/api/v1/teams/16,L,Left Wing,Forward,LW,95
8479465,Drake Caggiula,/api/v1/people/8479465,Drake,Caggiula,91,1994-06-20,24,Pickering,ON,CAN,CAN,"5' 10""",176,TRUE,FALSE,FALSE,FALSE,L,Y,16,Chicago Blackhawks,/api/v1/teams/16,C,Center,Forward,C,96
8480420,Collin Delia,/api/v1/people/8480420,Collin,Delia,60,1994-06-20,24,Rancho Cucamonga,CA,USA,USA,"6' 2""",208,TRUE,FALSE,FALSE,TRUE,L,Y,16,Chicago Blackhawks,/api/v1/teams/16,G,Goalie,Goalie,G,97
8480946,Dominik Kahun,/api/v1/people/8480946,Dominik,Kahun,24,1995-07-02,23,Plana,"NA",CZE,DEU,"5' 11""",175,TRUE,FALSE,FALSE,TRUE,L,Y,16,Chicago Blackhawks,/api/v1/teams/16,C,Center,Forward,C,98
8477479,Tyler Bertuzzi,/api/v1/people/8477479,Tyler,Bertuzzi,59,1995-02-24,23,Sudbury,ON,CAN,CAN,"6' 0""",190,TRUE,FALSE,FALSE,FALSE,L,Y,17,Detroit Red Wings,/api/v1/teams/17,L,Left Wing,Forward,LW,99
8468509,Niklas Kronwall,/api/v1/people/8468509,Niklas,Kronwall,55,1981-01-12,38,Stockholm,"NA",SWE,SWE,"6' 0""",194,TRUE,TRUE,FALSE,FALSE,L,Y,17,Detroit Red Wings,/api/v1/teams/17,D,Defenseman,Defenseman,D,100
